Text,X,A1: NC,X,A2: NC,X,A3: NC,X,A4: NC,X,A5: NC,X,A6: NC,X,A7: NC,X,A8: NC,X,A9: NC,X,A10: NC,X,A11: NC,X,A12: NC,X,B1: BT,X,B2: BT,X,B3: BT,X,B4: BT,X,B5: BT,X,B6: BT,X,B7: BT,X,B8: BT,X,B9: BT,X,B10: BT,X,B11: BT,X,B12: BT,X,C1: CT,X,C2: CT,X,C3: CT,X,C4: CT,X,C5: CT,X,C6: CT,X,C7: CT,X,C8: CT,X,C9: CT,X,C10: CT,X,C11: CT,X,C12: CT,X,D1: DT,X,D2: DT,X,D3: DT,X,D4: DT,X,D5: DT,X,D6: DT,X,D7: DT,X,D8: DT,X,D9: DT,X,D10: DT,X,D11: DT,X,D12: DT,X,E1: ET,X,E2: ET,X,E3: ET,X,E4: ET,X,E5: ET,X,E6: ET,X,E7: ET,X,E8: ET,X,E9: ET,X,E10: ET,X,E11: ET,X,E12: ET,X,F1: FT,X,F2: FT,X,F3: FT,X,F4: FT,X,F5: FT,X,F6: FT,X,F7: FT,X,F8: FT,X,F9: FT,X,F10: FT,X,F11: FT,X,F12: FT,X,G1: GT,X,G2: GT,X,G3: GT,X,G4: GT,X,G5: GT,X,G6: GT,X,G7: GT,X,G8: GT,X,G9: GT,X,G10: GT,X,G11: GT,X,G12: GT,X,H1: HT,X,H2: HT,X,H3: HT,X,H4: HT,X,H5: HT,X,H6: HT,X,H7: HT,X,H8: HT,X,H9: HT,X,H10: HT,X,H11: HT,X,H12: HT
31.05,31.05,85.99892704,31.05,84.64269839,31.05,83.65335593,31.05,82.99942004,31.05,82.6991388,31.05,82.74221667,31.05,83.13637287,31.05,82.74548324,31.05,84.97015243,31.05,86.40980496,31.05,88.19793034,31.05,90.33456746,31.05,84.69379686,31.05,83.37790449,31.05,82.41051415,31.05,81.7916161,31.05,81.5212152,31.05,81.59931633,31.05,82.0259146,31.05,82.80100518,31.05,83.91415642,31.05,85.33299429,31.05,87.21725012,31.05,89.38631959,31.05,83.61926112,31.05,82.45809327,31.05,81.52314501,31.05,80.93669876,31.05,80.6987448,31.05,80.80928801,31.05,81.26832837,31.05,82.07585616,31.05,83.23189083,31.05,84.7364178,31.05,86.58943706,31.05,79.24680376,31.05,83.14216714,31.05,81.89116866,31.05,80.98867219,31.05,80.4346583,31.05,80.22914643,31.05,80.30222131,31.05,80.86361901,31.05,81.70359374,31.05,82.5701774,31.05,84.42642434,31.05,86.31452033,31.05,88.54848368,31.05,82.89566761,31.05,81.67712093,31.05,80.80706655,31.05,80.28799813,31.05,80.11243466,31.05,80.28786202,31.05,80.80677003,31.05,81.68421794,31.05,82.90513677,31.05,84.47455762,31.05,86.39247076,31.05,88.6588762,31.05,83.00206441,31.05,81.81595009,31.05,80.97833778,31.05,80.48921777,31.05,80.34859978,31.05,80.33624807,31.05,81.1128504,31.05,82.01771902,31.05,83.27107993,31.05,84.87294286,31.05,86.8233078,31.05,89.12215532,31.05,83.46132837,31.05,82.30765613,31.05,81.50249563,31.05,81.0458177,31.05,80.93764178,31.05,81.17796303,31.05,81.76677657,31.05,82.70409698,31.05,83.98990969,31.05,85.62420498,31.05,87.60702173,31.05,89.93831132,31.05,84.27346922,31.05,83.1522585,31.05,82.37952064,31.05,81.95529451,31.05,81.87956067,31.05,82.15233858,31.05,82.77358934,31.05,83.74335183,31.05,85.06160662,31.05,86.72835371,31.05,88.68846975,31.05,91.10734421
31.31,31.31,85.98556411,31.31,84.62955264,31.31,83.64295775,31.31,82.99167914,31.31,82.68885923,31.31,82.72936547,31.31,83.12862466,31.31,82.71696183,31.31,84.95959057,31.31,86.39906415,31.31,88.18696727,31.31,90.3233388,31.31,84.68589394,31.31,83.36754055,31.31,82.40027045,31.31,81.78144933,31.31,81.51108205,31.31,81.58917346,31.31,82.01571872,31.31,82.79071295,31.31,83.90372582,31.31,85.31707982,31.31,87.20640894,31.31,89.37798893,31.31,83.60366659,31.31,82.44784366,31.31,81.51301161,31.31,80.92663826,31.31,80.68871388,31.31,80.79924335,31.31,81.25822665,31.31,82.06565406,31.31,83.22154504,31.31,84.72588499,31.31,86.57867392,31.31,78.7322243,31.31,83.1318325,31.31,81.88098952,31.31,80.97860524,31.31,80.42466021,31.31,80.21917388,31.31,80.28474987,31.31,80.8535676,31.31,81.69343792,31.31,82.5470339,31.31,84.41330547,31.31,86.30379136,31.31,88.53747704,31.31,82.88536361,31.31,81.6669684,31.31,80.79702216,31.31,80.27801827,31.31,80.10247662,31.31,80.27788218,31.31,80.79421773,31.31,81.67406452,31.31,82.89483159,31.31,84.46405736,31.31,86.38173211,31.31,88.65061651,31.31,82.99174719,31.31,81.8057803,31.31,80.96827211,31.31,80.4792129,31.31,80.33861238,31.31,80.32125604,31.31,81.10276801,31.31,82.00752415,31.31,83.26072927,31.31,84.86239308,31.31,86.81251559,31.31,89.11107736,31.31,83.45095406,31.31,82.29742522,31.31,81.4923648,31.31,81.03574364,31.31,80.92758117,31.31,81.16787254,31.31,81.75661289,31.31,82.6938168,31.31,83.97946968,31.31,85.61356182,31.31,87.5961321,31.31,89.92713192,31.31,84.26037909,31.31,83.14192261,31.31,82.36928079,31.31,81.9451074,31.31,81.86938298,31.31,82.14212698,31.31,82.76330051,31.31,83.73294247,31.31,85.0510334,31.31,86.71757331,31.31,88.6774457,31.31,91.0960195
31.7,31.7,85.96953163,31.7,84.61640044,31.7,83.63256215,31.7,82.98136449,31.7,82.67858221,31.7,82.7139418,31.7,83.11829299,31.7,82.66499434,31.7,84.94903134,31.7,86.38832601,31.7,88.17600692,31.7,90.31492187,31.7,84.67536873,31.7,83.3597743,31.7,82.39258554,31.7,81.7712851,31.7,81.50095142,31.7,81.57903313,31.7,82.00552536,31.7,82.78042327,31.7,83.89069299,31.7,85.28791189,31.7,87.19557046,31.7,89.36688055,31.7,83.58807594,31.7,82.4375966,31.7,81.50288074,31.7,80.91658026,31.7,80.67868546,31.7,80.78920118,31.7,81.24812744,31.7,82.0554545,31.7,83.21120182,31.7,84.7153548,31.7,86.56791346,31.7,78.2508677,31.7,83.12150043,31.7,81.87081291,31.7,80.96854078,31.7,80.4146646,31.7,80.20920381,31.7,80.27477165,31.7,80.84351868,31.7,81.68328462,31.7,82.52133021,31.7,84.3975656,31.7,86.29306506,31.7,88.52647312,31.7,82.87763784,31.7,81.65935518,31.7,80.78698028,31.7,80.26804089,31.7,80.09252106,31.7,80.26790481,31.7,80.7816637,31.7,81.66391363,31.7,82.88452898,31.7,84.45355971,31.7,86.37367871,31.7,88.63959854,31.7,82.97884714,31.7,81.79561304,31.7,80.95820894,31.7,80.46921051,31.7,80.32862747,31.7,80.30376982,31.7,81.09268812,31.7,81.99733181,31.7,83.25038118,31.7,84.85184593,31.7,86.80172607,31.7,89.10277222,31.7,83.44058233,31.7,82.28719686,31.7,81.48223649,31.7,81.02567208,31.7,80.91752306,31.7,81.15778456,31.7,81.74645174,31.7,82.68353917,31.7,83.97163709,31.7,85.60292131,31.7,87.58524518,31.7,89.91875451,31.7,84.24466794,31.7,83.13158929,31.7,82.3590435,31.7,81.93492282,31.7,81.85920781,31.7,82.13191791,31.7,82.75301425,31.7,83.72253569,31.7,85.0404628,31.7,86.70679558,31.7,88.66091343,31.7,91.0846976
32.02,32.02,85.94016054,32.02,84.59800584,32.02,83.61177871,32.02,82.96074288,32.02,82.65803585,32.02,82.68311568,32.02,83.09763735,32.02,82.61580534,32.02,84.9305638,32.02,86.36953966,32.02,88.15683461,32.02,90.2924778,32.02,84.65432614,32.02,83.33905865,32.02,82.37211024,32.02,81.75351008,32.02,81.483229,32.02,81.56129617,32.02,81.98769214,32.02,82.76241691,32.02,83.8698454,32.02,85.25875877,32.02,87.17660294,32.02,89.34467208,32.02,83.55430208,32.02,82.41967544,32.02,81.48515785,32.02,80.89898364,32.02,80.6611431,32.02,80.77163621,32.02,81.23045814,32.02,82.03761859,32.02,83.19310784,32.02,84.6969259,32.02,86.54909219,32.02,77.70482297,32.02,83.10342874,32.02,81.85301316,32.02,80.95093124,32.02,80.39717813,32.02,80.19176354,32.02,80.25482265,32.02,80.82594022,32.02,81.66552176,32.02,82.48538245,32.02,84.37659205,32.02,86.27430238,32.02,88.50722344,32.02,82.85704201,32.02,81.6390621,32.02,80.769411,32.02,80.24809356,32.02,80.07510493,32.02,80.25044996,32.02,80.76410061,32.02,81.64615558,32.02,82.86650646,32.02,84.43519587,32.02,86.35221407,32.02,88.6175708,32.02,82.95050106,32.02,81.77783198,32.02,80.94060197,32.02,80.45171049,32.02,80.31116238,32.02,80.28131146,32.02,81.07505259,32.02,81.97950062,32.02,83.23227746,32.02,84.83339282,32.02,86.7828467,32.02,89.08062938,32.02,83.41725213,32.02,82.26930335,32.02,81.46451873,32.02,81.0080532,32.02,80.89993106,32.02,81.14013771,32.02,81.72867318,32.02,82.66555688,32.02,83.95076939,32.02,85.5843107,32.02,87.56619054,32.02,89.8964089,32.02,84.21850458,32.02,83.11350537,32.02,82.33857654,32.02,81.91710714,32.02,81.84141095,32.02,82.11405328,32.02,82.73502441,32.02,83.70433407,32.02,85.02197253,32.02,86.6879398,32.02,88.6388804,32.02,91.06488991
32.39,32.39,85.9321423,32.39,84.60851883,32.39,83.62476393,32.39,82.97362775,32.39,82.67087339,32.39,82.67796775,32.39,83.11053924,32.39,82.60002694,32.39,84.94375177,32.39,86.38295505,32.39,88.17053042,32.39,90.30649731,32.39,84.66747979,32.39,83.35200025,32.39,82.38491225,32.39,81.76620606,32.39,81.49588654,32.39,81.57395854,32.39,82.00042694,32.39,82.77527714,32.39,83.8828724,32.39,85.26404768,32.39,87.19014777,32.39,89.35855437,32.39,83.55168227,32.39,82.43247364,32.39,81.49781562,32.39,80.91154913,32.39,80.67367417,32.39,80.78418102,32.39,81.2430794,32.39,82.05035959,32.39,83.20603131,32.39,84.71008484,32.39,86.56253961,32.39,77.22090605,32.39,83.11634107,32.39,81.86572151,32.39,80.96350805,32.39,80.40966669,32.39,80.20422171,32.39,80.25481035,32.39,80.83849663,32.39,81.6782068,32.39,82.48275615,32.39,84.38970146,32.39,86.28770594,32.39,88.52097251,32.39,82.869914,32.39,81.65174386,32.39,80.78195553,32.39,80.26055873,32.39,80.08754374,32.39,80.26291542,32.39,80.77413715,32.39,81.65883822,32.39,82.87937963,32.39,84.44831256,32.39,86.36562731,32.39,88.63133358,32.39,82.95049819,32.39,81.79053098,32.39,80.95317749,32.39,80.46421068,32.39,80.32363539,32.39,80.28628308,32.39,81.08764968,32.39,81.99223441,32.39,83.2452058,32.39,84.84657844,32.39,86.79632317,32.39,89.09446914,32.39,83.42243853,32.39,82.28208286,32.39,81.47717394,32.39,81.02063711,32.39,80.91249667,32.39,81.15274289,32.39,81.74137579,32.39,82.67839536,32.39,83.96381617,32.39,85.59759935,32.39,87.57979351,32.39,89.91036947,32.39,84.21326563,32.39,83.12641895,32.39,82.35137438,32.39,81.92728697,32.39,81.85412757,32.39,82.1268135,32.39,82.74787152,32.39,83.71733079,32.39,85.03518159,32.39,86.7014142,32.39,88.64713555,32.39,91.07620653
32.71,32.71,85.88407556,32.71,84.5979939,32.71,83.62216914,32.71,82.9710524,32.71,82.66830775,32.71,82.66255452,32.71,83.10537882,32.71,82.57397216,32.71,84.94111811,32.71,86.38027279,32.71,88.15683732,32.71,90.30369844,32.71,84.66484612,32.71,83.34941519,32.71,82.38234662,32.71,81.76366958,32.71,81.49335492,32.71,81.57143178,32.71,81.99788074,32.71,82.77270179,32.71,83.87766339,32.71,85.24548571,32.71,87.18743636,32.71,89.35577494,32.71,83.54648298,32.71,82.42991772,32.71,81.495284,32.71,80.90903695,32.71,80.67116685,32.71,80.7816737,32.71,81.24055264,32.71,82.04781339,32.71,83.20344624,32.71,84.70745118,32.71,86.55984764,32.71,76.65288082,32.71,83.113756,32.71,81.86318503,32.71,80.96099101,32.71,80.40716908,32.71,80.20172897,32.71,80.24982,32.71,80.83598445,32.71,81.67567033,32.71,82.46216306,32.71,84.38183935,32.71,86.28502368,32.71,88.51822223,32.71,82.86733865,32.71,81.64920738,32.71,80.77944821,32.71,80.25806598,32.71,80.08505585,32.71,80.26042267,32.71,80.76911765,32.71,81.65630174,32.71,82.87680428,32.71,84.44568862,32.71,86.36294506,32.71,88.6285833,32.71,82.92471552,32.71,81.7879945,32.71,80.95066045,32.71,80.46170821,32.71,80.32114264,32.71,80.27878055,32.71,81.08512778,32.71,81.98968821,32.71,83.24262073,32.71,84.84393506,32.71,86.79363119,32.71,89.09169943,32.71,83.40688924,32.71,82.27952695,32.71,81.47464232,32.71,81.01812007,32.71,80.90998448,32.71,81.15022099,32.71,81.73882959,32.71,82.67582972,32.71,83.96120194,32.71,85.59494626,32.71,87.57707238,32.71,89.90758032,32.71,84.17138945,32.71,83.12383388,32.71,82.35137438,32.71,81.92728697,32.71,81.85158137,32.71,82.12425758,32.71,82.74530589,32.71,83.714736,32.71,85.03253821,32.71,86.69871251,32.71,88.64438527,32.71,91.07055048
33.07,33.07,85.83332657,33.07,84.5874787,33.07,83.61696985,33.07,82.97362775,33.07,82.67087339,33.07,82.64199058,33.07,83.10537882,33.07,82.53490458,33.07,84.94375177,33.07,86.38295505,33.07,88.14861564,33.07,90.29528239,33.07,84.66747979,33.07,83.35200025,33.07,82.38491225,33.07,81.76620606,33.07,81.49588654,33.07,81.57395854,33.07,82.00042694,33.07,82.77527714,33.07,83.8802679,33.07,85.23488304,33.07,87.19014777,33.07,89.35855437,33.07,83.52307158,33.07,82.43247364,33.07,81.49781562,33.07,80.91154913,33.07,80.67367417,33.07,80.78418102,33.07,81.2430794,33.07,82.05035959,33.07,83.20603131,33.07,84.71008484,33.07,86.55984764,33.07,76.09037559,33.07,83.11634107,33.07,81.86572151,33.07,80.96350805,33.07,80.40966669,33.07,80.20422171,33.07,80.2473224,33.07,80.83849663,33.07,81.6782068,33.07,82.44414532,33.07,84.38183935,33.07,86.28770594,33.07,88.52097251,33.07,82.869914,33.07,81.65174386,33.07,80.78195553,33.07,80.26055873,33.07,80.08754374,33.07,80.26291542,33.07,80.76911765,33.07,81.65883822,33.07,82.87937963,33.07,84.44831256,33.07,86.36562731,33.07,88.63133358,33.07,82.89894258,33.07,81.79053098,33.07,80.95317749,33.07,80.46170821,33.07,80.32363539,33.07,80.26877556,33.07,81.08764968,33.07,81.99223441,33.07,83.24262073,33.07,84.84393506,33.07,86.79363119,33.07,89.09446914,33.07,83.38874517,33.07,82.28208286,33.07,81.47717394,33.07,81.02063711,33.07,80.91249667,33.07,81.15274289,33.07,81.74137579,33.07,82.67839536,33.07,83.96381617,33.07,85.59759935,33.07,87.57979351,33.07,89.91036947,33.07,84.13475144,33.07,83.12383388,33.07,82.35137438,33.07,81.92728697,33.07,81.85158137,33.07,82.12425758,33.07,82.74530589,33.07,83.714736,33.07,85.03253821,33.07,86.69871251,33.07,88.63886527,33.07,91.0620664
33.33,33.33,85.75585785,33.33,84.59010916,33.33,83.62736221,33.33,82.98651583,33.33,82.68372384,33.33,82.63428067,33.33,83.1157076,33.33,82.48524166,33.33,84.95430903,33.33,86.39369118,33.33,88.13492253,33.33,90.2840527,33.33,84.68062698,33.33,83.36235969,33.33,82.39515149,33.33,81.7763684,33.33,81.50601528,33.33,81.58409699,33.33,82.01061839,33.33,82.7855649,33.33,83.88808816,33.33,85.22425879,33.33,87.20098423,33.33,89.36966033,33.33,83.51524763,33.33,82.44271879,33.33,81.50794461,33.33,80.92160525,33.33,80.68370073,33.33,80.79422131,33.33,81.25317673,33.33,82.06055725,33.33,83.2163726,33.33,84.72061306,33.33,86.57329807,33.33,75.49864174,33.33,83.12667121,33.33,81.87589622,33.33,80.97357063,33.33,80.41966043,33.33,80.21418992,33.33,80.24980708,33.33,80.84854367,33.33,81.68835821,33.33,82.44409896,33.33,84.38970251,33.33,86.29843023,33.33,88.53197437,33.33,82.88021352,33.33,81.66189198,33.33,80.79199554,33.33,80.273027,33.33,80.09749745,33.33,80.27289092,33.33,80.77664357,33.33,81.66898722,33.33,82.88968032,33.33,84.45880825,33.33,86.37636129,33.33,88.64509978,33.33,82.86284475,33.33,81.80069634,33.33,80.96323879,33.33,80.4742112,33.33,80.33361844,33.33,80.27124347,33.33,81.09772769,33.33,82.00242484,33.33,83.25555196,33.33,84.85712362,33.33,86.80711068,33.33,89.10554228,33.33,83.3628165,33.33,82.29230932,33.33,81.48730036,33.33,81.03070679,33.33,80.9225529,33.33,81.16282899,33.33,81.75153505,33.33,82.68867107,33.33,83.97425164,33.33,85.60823788,33.33,87.59067839,33.33,89.92154401,33.33,84.07192303,33.33,83.13416496,33.33,82.36416568,33.33,81.94001585,33.33,81.86430084,33.33,82.13702066,33.33,82.75815587,33.33,83.72773563,33.33,85.04575022,33.33,86.71218991,33.33,88.6416202,33.33,91.04508086
33.74,33.74,85.60378119,33.74,84.52705423,33.74,83.57282943,33.74,82.9452803,33.74,82.64263876,33.74,82.56753454,33.74,83.07440787,33.74,82.40779599,33.74,84.91473811,33.74,86.35076264,33.74,88.06100355,33.74,90.20274156,33.74,84.63854965,33.74,83.32353122,33.74,82.3542098,33.74,81.73826971,33.74,81.46804607,33.74,81.54609384,33.74,81.97241302,33.74,82.74699389,33.74,83.84640463,33.74,85.17660712,33.74,87.16036495,33.74,89.32525305,33.74,83.45035641,33.74,82.40431814,33.74,81.46997444,33.74,80.88391186,33.74,80.64611584,33.74,80.75658636,33.74,81.21280248,33.74,82.02232706,33.74,83.17760695,33.74,84.68114854,33.74,86.53296153,33.74,74.87677895,33.74,83.08536603,33.74,81.83775779,33.74,80.93584656,33.74,80.38219703,33.74,80.1768189,33.74,80.20743473,33.74,80.81088173,33.74,81.65030325,33.74,82.37739875,33.74,84.35039271,33.74,86.25822057,33.74,88.49073258,33.74,82.84160519,33.74,81.62385017,33.74,80.7543617,33.74,80.23313978,33.74,80.06018441,33.74,80.23549559,33.74,80.73901736,33.74,81.63094189,33.74,82.85106729,33.74,84.41946411,33.74,86.33612261,33.74,88.60105253,33.74,82.79332321,33.74,81.76258557,33.74,80.92551985,33.74,80.43672069,33.74,80.29619779,33.74,80.22135587,33.74,81.05994679,33.74,81.96167829,33.74,83.21676684,33.74,84.81759127,33.74,86.76667739,33.74,89.06403492,33.74,83.30066285,33.74,82.25397369,33.74,81.44934045,33.74,80.99295919,33.74,80.88485419,33.74,81.1250206,33.74,81.7134487,33.74,82.65015792,33.74,83.93512884,33.74,85.56836145,33.74,87.54987519,33.74,89.87965061,33.74,83.94904998,33.74,83.08769756,33.74,82.32323939,33.74,81.89930031,33.74,81.82362292,33.74,82.09620723,33.74,82.7196082,33.74,83.68613178,33.74,85.00612414,33.74,86.67179408,33.74,88.5948157,33.74,90.96590768
34.04,34.04,85.48079504,34.04,84.51912985,34.04,83.58319874,34.04,82.9762031,34.04,82.67344874,34.04,82.57518695,34.04,83.10279375,34.04,82.38642831,34.04,84.94639515,34.04,86.38027279,34.04,88.02809893,34.04,90.16623301,34.04,84.66484612,34.04,83.35200025,34.04,82.3797907,34.04,81.76874254,34.04,81.49841816,34.04,81.57649502,34.04,82.00297313,34.04,82.77784277,34.04,83.87504917,34.04,85.18714673,34.04,87.19014777,34.04,89.33634804,34.04,83.44506275,34.04,82.43503927,34.04,81.49781562,34.04,80.91406617,34.04,80.67618149,34.04,80.7866932,34.04,81.24055264,34.04,82.05290579,34.04,83.20861638,34.04,84.71008484,34.04,86.56253961,34.04,74.27324686,34.04,83.11117093,34.04,81.8682677,34.04,80.96602023,34.04,80.41216429,34.04,80.2067096,34.04,80.22236093,34.04,80.84100881,34.04,81.68074328,34.04,82.38494141,34.04,84.37659147,34.04,86.29037847,34.04,88.52097251,34.04,82.869914,34.04,81.65428034,34.04,80.78446771,34.04,80.26305147,34.04,80.09003162,34.04,80.26540816,34.04,80.76409814,34.04,81.6613747,34.04,82.88195498,34.04,84.45093651,34.04,86.36830956,34.04,88.6285833,34.04,82.75459659,34.04,81.79306746,34.04,80.95317749,34.04,80.46421068,34.04,80.32613299,34.04,80.24375578,34.04,81.08764968,34.04,81.98968821,34.04,83.2452058,34.04,84.84657844,34.04,86.79632317,34.04,89.09446914,34.04,83.26433142,34.04,82.28208286,34.04,81.47970556,34.04,81.02063711,34.04,80.91500885,34.04,81.15526479,34.04,81.74391227,34.04,82.68097071,34.04,83.96642067,34.04,85.60026217,34.04,87.58251463,34.04,89.91315862,34.04,83.85734241,34.04,83.09543699,34.04,82.35393029,34.04,81.92728697,34.04,81.85412757,34.04,82.1268135,34.04,82.74787152,34.04,83.71733079,34.04,85.03518159,34.04,86.7014142,34.04,88.6002836,34.04,90.92059703
34.45,34.45,85.28058338,34.45,84.47971961,34.45,83.54683935,34.45,82.96331791,34.45,82.66317619,34.45,82.53409426,34.45,83.08989283,34.45,82.31628552,34.45,84.93584018,34.45,86.36148419,34.45,87.94596387,34.45,90.03721936,34.45,84.64117891,34.45,83.3416434,34.45,82.35675723,34.45,81.75351008,34.45,81.48829161,34.45,81.56382261,34.45,81.9927839,34.45,82.76755726,34.45,83.86202313,34.45,85.16860354,34.45,87.17931401,34.45,89.27806138,34.45,83.38268842,34.45,82.42479635,34.45,81.48009524,34.45,80.90401224,34.45,80.66615712,34.45,80.77414323,34.45,81.22793655,34.45,82.04016447,34.45,83.19827733,34.45,84.69955923,34.45,86.55178383,34.45,73.57475517,34.45,83.09568422,34.45,81.8580952,34.45,80.95595984,34.45,80.40217272,34.45,80.19674356,34.45,80.20490592,34.45,80.83096396,34.45,81.67059408,34.45,82.35411418,34.45,84.36348368,34.45,86.2796565,34.45,88.50172356,34.45,82.85704201,34.45,81.64413443,34.45,80.77442988,34.45,80.25307843,34.45,80.08008008,34.45,80.25543483,34.45,80.74904396,34.45,81.65122791,34.45,82.87165653,34.45,84.4404431,34.45,86.35757791,34.45,88.60380168,34.45,82.66183523,34.45,81.7829043,34.45,80.9431187,34.45,80.45421264,34.45,80.31615211,34.45,80.22378138,34.45,81.07757418,34.45,81.97950062,34.45,83.23486221,34.45,84.83603587,34.45,86.78553833,34.45,89.07786001,34.45,83.18919185,34.45,82.27185895,34.45,81.46705004,34.45,81.01056993,34.45,80.9049548,34.45,81.14518089,34.45,81.73375522,34.45,82.67069723,34.45,83.95598747,34.45,85.58962595,34.45,87.57163211,34.45,89.8964089,34.45,83.67944858,34.45,83.06186872,34.45,82.34369745,34.45,81.91710714,34.45,81.84395683,34.45,82.11405328,34.45,82.73758973,34.45,83.70692854,34.45,85.02461559,34.45,86.6879398,34.45,88.55896699,34.45,90.78199604
34.74,34.74,85.02411244,34.74,84.41397779,34.74,83.50786244,34.74,82.96847705,34.74,82.67344874,34.74,82.51351459,34.74,83.09504826,34.74,82.23274303,34.74,84.94111811,34.74,86.35074858,34.74,87.83911677,34.74,89.87728836,34.74,84.62802347,34.74,83.34423533,34.74,82.35675832,34.74,81.75858691,34.74,81.49841816,34.74,81.57395854,34.74,82.00297313,34.74,82.77784277,34.74,83.86984016,34.74,85.15531928,34.74,87.18743636,34.74,89.17256544,34.74,83.30202873,34.74,82.43503927,34.74,81.49022076,34.74,80.91406617,34.74,80.67618149,34.74,80.78418102,34.74,81.23803074,34.74,82.05290579,34.74,83.20861638,34.74,84.7127185,34.74,86.56522186,34.74,72.80079726,34.74,83.08535911,34.74,81.8682677,34.74,80.96602023,34.74,80.41216429,34.74,80.2067096,34.74,80.19989707,34.74,80.84100881,34.74,81.68074328,34.74,82.34890593,34.74,84.37659147,34.74,86.29037847,34.74,88.49071942,34.74,82.85962231,34.74,81.65428034,34.74,80.78446771,34.74,80.26305147,34.74,80.09003162,34.74,80.26540816,34.74,80.75405913,34.74,81.6613747,34.74,82.88195498,34.74,84.45093651,34.74,86.36830956,34.74,88.57901995,34.74,82.55611964,34.74,81.79306746,34.74,80.95568967,34.74,80.46670828,34.74,80.32613299,34.74,80.22874586,34.74,81.09016672,34.74,81.98204962,34.74,83.2452058,34.74,84.8492121,34.74,86.79902485,34.74,89.06402169,34.74,83.11141389,34.74,82.28208286,34.74,81.47970556,34.74,81.02315415,34.74,80.91500885,34.74,81.15526479,34.74,81.74391227,34.74,82.68097071,34.74,83.96642067,34.74,85.60026217,34.74,87.58251463,34.74,89.89361511,34.74,83.48047625,34.74,83.00505675,34.74,82.35393029,34.74,81.9171119,34.74,81.85666405,34.74,82.11915547,34.74,82.74530589,34.74,83.7199353,34.74,85.03781525,34.74,86.68794462,34.74,88.49555914,34.74,90.64332406
35.1,35.1,84.70912085,35.1,84.28521246,35.1,83.43774549,35.1,82.93238839,35.1,82.66060116,35.1,82.4518779,35.1,83.07181902,35.1,82.13396361,35.1,84.92001103,35.1,86.29708898,35.1,87.70222019,35.1,89.65293729,35.1,84.55176217,35.1,83.32352101,35.1,82.3158191,35.1,81.73572779,35.1,81.48829161,35.1,81.56129617,35.1,81.9927839,35.1,82.76755726,35.1,83.85681477,35.1,85.11822039,35.1,87.17119051,35.1,88.98940527,35.1,83.18246762,35.1,82.42479635,35.1,81.45984481,35.1,80.90401224,35.1,80.66615712,35.1,80.76912434,35.1,81.22541011,35.1,82.04271035,35.1,83.19827733,35.1,84.70219256,35.1,86.55446575,35.1,72.11627709,35.1,83.03888778,35.1,81.85554932,35.1,80.95093124,35.1,80.40217272,35.1,80.19674356,35.1,80.18494214,35.1,80.83096396,35.1,81.67059408,35.1,82.31807346,35.1,84.36086007,35.1,86.2796565,35.1,88.43573475,35.1,82.84160154,35.1,81.6390621,35.1,80.769411,35.1,80.25307843,35.1,80.08008008,35.1,80.25543483,35.1,80.74151321,35.1,81.65122791,35.1,82.87165653,35.1,84.4404431,35.1,86.35757791,35.1,88.49643746,35.1,82.41184346,35.1,81.7829043,35.1,80.94563057,35.1,80.45670993,35.1,80.31615211,35.1,80.21127548,35.1,81.08009091,35.1,81.96931711,35.1,83.22969271,35.1,84.8386692,35.1,86.78823969,35.1,89.00314525,35.1,82.98446231,35.1,82.26930335,35.1,81.46958134,35.1,81.01056993,35.1,80.9049548,35.1,81.14518089,35.1,81.73375522,35.1,82.67069723,35.1,83.95598747,35.1,85.58962595,35.1,87.57163211,35.1,89.83496769,35.1,83.2110456,35.1,82.91986305,35.1,82.33346535,35.1,81.88657602,35.1,81.84395683,35.1,82.09874885,35.1,82.71702835,35.1,83.70953272,35.1,85.02724892,35.1,86.66370536,35.1,88.36056328,35.1,90.37745382
