Text,X,A1: NC,X,A2: NC,X,A3: NC,X,A4: NC,X,A5: NC,X,A6: NC,X,A7: NC,X,A8: NC,X,A9: NC,X,A10: NC,X,A11: NC,X,A12: NC,X,B1: BT,X,B2: BT,X,B3: BT,X,B4: BT,X,B5: BT,X,B6: BT,X,B7: BT,X,B8: BT,X,B9: BT,X,B10: BT,X,B11: BT,X,B12: BT,X,C1: CT,X,C2: CT,X,C3: CT,X,C4: CT,X,C5: CT,X,C6: CT,X,C7: CT,X,C8: CT,X,C9: CT,X,C10: CT,X,C11: CT,X,C12: CT,X,D1: DT,X,D2: DT,X,D3: DT,X,D4: DT,X,D5: DT,X,D6: DT,X,D7: DT,X,D8: DT,X,D9: DT,X,D10: DT,X,D11: DT,X,D12: DT,X,E1: ET,X,E2: ET,X,E3: ET,X,E4: ET,X,E5: ET,X,E6: ET,X,E7: ET,X,E8: ET,X,E9: ET,X,E10: ET,X,E11: ET,X,E12: ET,X,F1: FT,X,F2: FT,X,F3: FT,X,F4: FT,X,F5: FT,X,F6: FT,X,F7: FT,X,F8: FT,X,F9: FT,X,F10: FT,X,F11: FT,X,F12: FT,X,G1: GT,X,G2: GT,X,G3: GT,X,G4: GT,X,G5: GT,X,G6: GT,X,G7: GT,X,G8: GT,X,G9: GT,X,G10: GT,X,G11: GT,X,G12: GT,X,H1: HT,X,H2: HT,X,H3: HT,X,H4: HT,X,H5: HT,X,H6: HT,X,H7: HT,X,H8: HT,X,H9: HT,X,H10: HT,X,H11: HT,X,H12: HT
42.86,42.86,63.21038138,42.86,66.29773698,42.86,66.92214342,42.86,67.2899802,42.86,67.32427789,42.86,66.54205642,42.86,67.6126437,42.86,63.96968106,42.86,68.7057059,42.86,67.94110201,42.86,68.0465209,42.86,67.60297759,42.86,66.40782378,42.86,68.45874407,42.86,67.8844654,42.86,65.47034709,42.86,69.18659731,42.86,71.57827956,42.86,71.49414069,42.86,68.9155625,42.86,67.89153769,42.86,70.61731763,42.86,70.86111733,42.86,67.65643264,42.86,64.36395635,42.86,68.28714876,42.86,67.89248973,42.86,67.75585271,42.86,69.75117101,42.86,71.52747662,42.86,71.7899868,42.86,69.6547722,42.86,72.75715642,42.86,73.81717412,42.86,72.60361099,42.86,49.86272666,42.86,66.01196985,42.86,65.78136755,42.86,66.57496491,42.86,67.80999264,42.86,68.58316002,42.86,71.47237008,42.86,70.71454218,42.86,69.73958625,42.86,67.81795868,42.86,70.47764476,42.86,70.32595969,42.86,68.91897235,42.86,67.21358878,42.86,66.56278755,42.86,67.21837326,42.86,68.89801292,42.86,69.46573903,42.86,70.25092348,42.86,70.72691869,42.86,69.332541,42.86,71.39830533,42.86,71.09780588,42.86,69.35157207,42.86,68.57004034,42.86,64.65104468,42.86,69.1243359,42.86,68.62279108,42.86,69.97984495,42.86,68.78504572,42.86,72.34901342,42.86,71.41091499,42.86,67.75695532,42.86,70.33047216,42.86,73.07191217,42.86,74.21472326,42.86,69.44570735,42.86,64.8766342,42.86,68.53305654,42.86,69.59577007,42.86,67.28866386,42.86,68.75413846,42.86,71.78828188,42.86,72.93087925,42.86,69.54351479,42.86,70.2675113,42.86,73.5964468,42.86,71.97735876,42.86,70.30224129,42.86,62.12527551,42.86,65.27913298,42.86,66.63909154,42.86,65.0798071,42.86,68.47654137,42.86,68.50828896,42.86,67.34329924,42.86,69.46071168,42.86,69.27872651,42.86,68.3800357,42.86,67.20853229,42.86,67.76553825
43.23,43.23,62.13478104,43.23,65.20959675,43.23,65.7765724,43.23,66.05532005,43.23,66.13772433,43.23,65.42429858,43.23,66.5101099,43.23,62.83178615,43.23,67.44703303,43.23,66.81153851,43.23,66.85541429,43.23,66.34402401,43.23,65.271797,43.23,67.25717341,43.23,66.70959557,43.23,64.32484469,43.23,68.06463533,43.23,70.44482573,43.23,70.34972593,43.23,67.71190498,43.23,66.6874197,43.23,69.3415253,43.23,69.65844691,43.23,66.55210126,43.23,63.18107792,43.23,67.10387532,43.23,66.80102853,43.23,66.52649167,43.23,68.59278135,43.23,70.36979883,43.23,70.59295625,43.23,68.45639442,43.23,71.55971919,43.23,72.6533547,43.23,71.32868899,43.23,48.93326246,43.23,64.92504044,43.23,64.67003253,43.23,65.49579463,43.23,66.64312625,43.23,67.42911652,43.23,70.33338786,43.23,69.55368221,43.23,68.53898812,43.23,66.69545761,43.23,69.25029147,43.23,69.08213175,43.23,67.72580496,43.23,66.03965706,43.23,65.42634813,43.23,66.08132788,43.23,67.7755234,43.23,68.34806487,43.23,69.11576952,43.23,69.57431849,43.23,68.18044911,43.23,70.14394106,43.23,69.89594142,43.23,68.15501923,43.23,67.40295813,43.23,63.55579472,43.23,67.9856599,43.23,67.47815501,43.23,68.88687144,43.23,67.65171542,43.23,71.21483247,43.23,70.19102714,43.23,66.59784202,43.23,69.1560416,43.23,71.78778191,43.23,72.97121852,43.23,68.29183355,43.23,63.80124943,43.23,67.36978175,43.23,68.44871592,43.23,66.13066749,43.23,67.62261384,43.23,70.53462196,43.23,71.75433841,43.23,68.34117802,43.23,69.09084474,43.23,72.38334918,43.23,70.79369011,43.23,69.0484357,43.23,61.03461806,43.23,64.09667026,43.23,65.50061252,43.23,63.97023965,43.23,67.32944168,43.23,67.23754733,43.23,66.14793805,43.23,68.25898257,43.23,68.08464023,43.23,67.14668261,43.23,66.026743,43.23,66.58636069
43.55,43.55,61.02432663,43.55,64.02984154,43.55,64.60815768,43.55,64.87281593,43.55,64.90819727,43.55,64.2172048,43.55,65.3282323,43.55,61.64716935,43.55,66.25491257,43.55,65.56435721,43.55,65.63991349,43.55,65.11870288,43.55,64.08355221,43.55,66.126209,43.55,65.55850484,43.55,63.16462329,43.55,66.80450596,43.55,69.30000018,43.55,69.12253496,43.55,66.55536013,43.55,65.51778594,43.55,68.1725812,43.55,68.37524318,43.55,65.36738732,43.55,62.04518878,43.55,65.96491672,43.55,65.65221075,43.55,65.39347287,43.55,67.42802861,43.55,69.13321493,43.55,69.4578199,43.55,67.38640637,43.55,70.39198441,43.55,71.35141853,43.55,70.04934637,43.55,47.97967585,43.55,63.74308513,43.55,63.50839781,43.55,64.33942462,43.55,65.5021521,43.55,66.23378576,43.55,69.15338982,43.55,68.43674892,43.55,67.36226352,43.55,65.49132643,43.55,68.0264565,43.55,67.89258536,43.55,66.54120274,43.55,64.91266547,43.55,64.22719025,43.55,64.94009147,43.55,66.64165466,43.55,67.12463302,43.55,67.92703907,43.55,68.40542781,43.55,66.96343787,43.55,68.9679304,43.55,68.66620067,43.55,66.95635189,43.55,66.15358644,43.55,62.48919181,43.55,66.81493823,43.55,66.31438819,43.55,67.687665,43.55,66.47206221,43.55,70.00462066,43.55,69.03036863,43.55,65.46242398,43.55,67.96191531,43.55,70.5733156,43.55,71.70459084,43.55,66.99719706,43.55,62.66138748,43.55,66.18691338,43.55,67.22935401,43.55,64.90807585,43.55,66.43431563,43.55,69.3478342,43.55,70.52594783,43.55,67.12950918,43.55,67.87858824,43.55,71.13687696,43.55,69.48843678,43.55,67.78661619,43.55,59.93859303,43.55,62.94296175,43.55,64.29113893,43.55,62.85857592,43.55,66.10952125,43.55,66.08241093,43.55,65.04059196,43.55,67.0632827,43.55,66.82259245,43.55,65.93797153,43.55,64.74036296,43.55,65.38449276
43.91,43.91,59.90472726,43.91,62.84731103,43.91,63.42953577,43.91,63.67263707,43.91,63.78436009,43.91,63.0180678,43.91,64.19069321,43.91,60.51663405,43.91,65.03675296,43.91,64.39485808,43.91,64.5280435,43.91,63.97376652,43.91,62.92408599,43.91,64.92597723,43.91,64.42341794,43.91,62.035048,43.91,65.70999617,43.91,68.03023828,43.91,67.98097385,43.91,65.38421264,43.91,64.38237801,43.91,66.94074689,43.91,67.11142108,43.91,64.17086793,43.91,60.90102868,43.91,64.78830306,43.91,64.54473055,43.91,64.28144934,43.91,66.22712444,43.91,68.05149665,43.91,68.2134994,43.91,66.17235597,43.91,69.11483286,43.91,70.14054914,43.91,68.87580737,43.91,47.05982927,43.91,62.64894655,43.91,62.39277252,43.91,63.1836703,43.91,64.36718722,43.91,65.09197808,43.91,67.98279558,43.91,67.28632654,43.91,66.17154955,43.91,64.38295125,43.91,66.86115917,43.91,66.66065719,43.91,65.32885149,43.91,63.79379908,43.91,63.12484058,43.91,63.81470768,43.91,65.41189321,43.91,66.01706689,43.91,66.76237285,43.91,67.21058632,43.91,65.84138415,43.91,67.77272345,43.91,67.49780262,43.91,65.70428808,43.91,64.9726378,43.91,61.26518998,43.91,65.63258967,43.91,65.1592752,43.91,66.54496523,43.91,65.35104259,43.91,68.81400945,43.91,67.86390709,43.91,64.26404332,43.91,66.74559837,43.91,69.38398732,43.91,70.48242218,43.91,65.81297003,43.91,61.61195497,43.91,64.98953373,43.91,66.07194224,43.91,63.75918136,43.91,65.23961104,43.91,68.19310089,43.91,69.34015893,43.91,65.95219389,43.91,66.66985814,43.91,69.86788725,43.91,68.27084259,43.91,66.51619162,43.91,58.88335398,43.91,61.81751407,43.91,63.11780628,43.91,61.65283944,43.91,64.86759445,43.91,64.85158752,43.91,63.81806452,43.91,65.87354375,43.91,65.57947289,43.91,64.7103379,43.91,63.52485837,43.91,64.17028498
44.23,44.23,58.7847291,44.23,61.68347347,44.23,62.26872988,44.23,62.48204755,44.23,62.65706012,44.23,61.80559616,44.23,62.9593241,44.23,59.40029156,44.23,63.84957398,44.23,63.17727024,44.23,63.27734819,44.23,62.76619589,44.23,61.70707236,44.23,63.77371172,44.23,63.27422531,44.23,60.93812438,44.23,64.49680238,44.23,66.81532191,44.23,66.80054286,44.23,64.20885607,44.23,63.13683789,44.23,65.71805841,44.23,65.91712641,44.23,62.93136871,44.23,59.8201906,44.23,63.64348799,44.23,63.41024313,44.23,63.13246197,44.23,65.11354989,44.23,66.83563279,44.23,67.03871731,44.23,64.93561841,44.23,67.91701476,44.23,68.87116475,44.23,67.60085565,44.23,46.19101678,44.23,61.52368677,44.23,61.28681392,44.23,62.08199315,44.23,63.22270989,44.23,63.92779175,44.23,66.80586584,44.23,66.07737935,44.23,64.96571077,44.23,63.20656609,44.23,65.66788345,44.23,65.44383239,44.23,64.08954057,44.23,62.63295127,44.23,62.08747155,44.23,62.70026081,44.23,64.29416953,44.23,64.80210182,44.23,65.58945683,44.23,66.03502859,44.23,64.68661343,44.23,66.59531652,44.23,66.32209098,44.23,64.53488406,44.23,63.72913658,44.23,60.20655386,44.23,64.42524805,44.23,63.95167234,44.23,65.37919405,44.23,64.20254231,44.23,67.52919448,44.23,66.66876497,44.23,63.07447251,44.23,65.53230273,44.23,68.11013811,44.23,69.20637198,44.23,64.58498132,44.23,60.4801048,44.23,63.84161864,44.23,64.86399123,44.23,62.61886188,44.23,64.08786014,44.23,66.88606517,44.23,68.14784097,44.23,64.70617152,44.23,65.52185589,44.23,68.61734188,44.23,66.99757588,44.23,65.23784839,44.23,57.78578541,44.23,60.66651614,44.23,61.97192488,44.23,60.54621473,44.23,63.71543086,44.23,63.6446439,44.23,62.72826477,44.23,64.66147981,44.23,64.36186276,44.23,63.47209369,44.23,62.32737014,44.23,62.94116475
44.59,44.59,57.66991697,44.59,60.53715401,44.59,61.08952668,44.59,61.36373826,44.59,61.41455722,44.59,60.63924859,44.59,61.76698658,44.59,58.25357481,44.59,62.63081669,44.59,61.98035239,44.59,62.06083397,44.59,61.60103917,44.59,60.56805054,44.59,62.56771198,44.59,62.09507763,44.59,59.82068966,44.59,63.40171917,44.59,65.59561099,44.59,65.54889698,44.59,63.06797833,44.59,62.02689637,44.59,64.55720089,44.59,64.72309486,44.59,61.80639909,44.59,58.69108136,44.59,62.46117724,44.59,62.25664317,44.59,61.94449104,44.59,63.9296078,44.59,65.63792855,44.59,65.78622704,44.59,63.82034289,44.59,66.67284092,44.59,67.60180151,44.59,66.29229378,44.59,45.24040246,44.59,60.3489815,44.59,60.09435715,44.59,60.9281846,44.59,62.03723408,44.59,62.75303288,44.59,65.69706917,44.59,64.98411712,44.59,63.78200885,44.59,62.07703522,44.59,64.39715103,44.59,64.28633158,44.59,62.93156237,44.59,61.47491233,44.59,60.89837139,44.59,61.56930221,44.59,63.14109527,44.59,63.63675142,44.59,64.41174429,44.59,64.82454334,44.59,63.41690025,44.59,65.36348379,44.59,65.12688242,44.59,63.33318328,44.59,62.51180189,44.59,59.03352278,44.59,63.26516233,44.59,62.81608415,44.59,64.18843912,44.59,62.9886578,44.59,66.33046265,44.59,65.42364458,44.59,61.89587273,44.59,64.34898936,44.59,66.84114929,44.59,67.86497584,44.59,63.34204417,44.59,59.37830573,44.59,62.65387736,44.59,63.69840361,44.59,61.46436574,44.59,62.84734017,44.59,65.63998832,44.59,66.94115495,44.59,63.58217727,44.59,64.31775763,44.59,67.34507367,44.59,65.79024456,44.59,64.00308908,44.59,56.68815052,44.59,59.47853972,44.59,60.7903404,44.59,59.39842734,44.59,62.45765038,44.59,62.42086601,44.59,61.52572644,44.59,63.3827489,44.59,63.11285117,44.59,62.25462227,44.59,61.13606094,44.59,61.78575282
44.89,44.89,56.61186801,44.89,59.44746021,44.89,59.90333797,44.89,60.18917645,44.89,60.29041517,44.89,59.47359917,44.89,60.6033154,44.89,57.04406917,44.89,61.44159818,44.89,60.77141198,44.89,60.89014466,44.89,60.35481066,44.89,59.46465792,44.89,61.43156416,44.89,60.87995523,44.89,58.65322805,44.89,62.20681132,44.89,64.39143058,44.89,64.23413053,44.89,61.8289425,44.89,60.83924604,44.89,63.26619227,44.89,63.48607624,44.89,60.55638959,44.89,57.61078741,44.89,61.31694027,44.89,61.12019379,44.89,60.78854655,44.89,62.71891069,44.89,64.4126351,44.89,64.56915807,44.89,62.61985751,44.89,65.43429375,44.89,66.36986671,44.89,65.06367604,44.89,44.33896269,44.89,59.20622601,44.89,58.99405453,44.89,59.76673734,44.89,60.94326767,44.89,61.51222973,44.89,64.48079457,44.89,63.71299278,44.89,62.62240729,44.89,60.80859517,44.89,63.25427869,44.89,63.00044125,44.89,61.68734915,44.89,60.34294565,44.89,59.76521232,44.89,60.44286819,44.89,61.9417014,44.89,62.40745776,44.89,63.23442434,44.89,63.59439608,44.89,62.23231406,44.89,64.1249122,44.89,63.89669406,44.89,62.09196889,44.89,61.30744049,44.89,57.93164298,44.89,62.06602419,44.89,61.63169092,44.89,63.09320981,44.89,61.8731631,44.89,65.1337782,44.89,64.21652,44.89,60.69161091,44.89,63.14662908,44.89,65.59953942,44.89,66.65425304,44.89,62.19765637,44.89,58.24182344,44.89,61.45799938,44.89,62.5062244,44.89,60.33719042,44.89,61.71879653,44.89,64.38397549,44.89,65.68090436,44.89,62.33931286,44.89,63.03216546,44.89,66.07389221,44.89,64.53662763,44.89,62.80074187,44.89,55.64343921,44.89,58.3539364,44.89,59.67572206,44.89,58.25165834,44.89,61.2908353,44.89,61.23237474,44.89,60.26692312,44.89,62.21029361,44.89,61.898491,44.89,61.04121351,44.89,59.91437733,44.89,60.54308213
45.21,45.21,55.56170009,45.21,58.35378274,45.21,58.75520318,45.21,58.9264002,45.21,59.10673387,45.21,58.3199805,45.21,59.43656681,45.21,55.90544446,45.21,60.20421139,45.21,59.5745396,45.21,59.66288493,45.21,59.16487625,45.21,58.28891294,45.21,60.2744437,45.21,59.75419325,45.21,57.50522941,45.21,60.98968242,45.21,63.1658007,45.21,63.07078624,45.21,60.60281943,45.21,59.62752349,45.21,62.07845073,45.21,62.25392221,45.21,59.42899907,45.21,56.47411289,45.21,60.11122244,45.21,60.0066633,45.21,59.65037728,45.21,61.52673442,45.21,63.17637513,45.21,63.32080819,45.21,61.44030774,45.21,64.21511768,45.21,65.07074815,45.21,63.82451454,45.21,43.45140948,45.21,58.07535505,45.21,57.84469446,45.21,58.63524627,45.21,59.75229888,45.21,60.36174956,45.21,63.29368965,45.21,62.47329919,45.21,61.38230136,45.21,59.66333667,45.21,62.01193915,45.21,61.74890438,45.21,60.47452732,45.21,59.15125626,45.21,58.5784008,45.21,59.29395039,45.21,60.6957501,45.21,61.25628734,45.21,61.97364873,45.21,62.31284176,45.21,61.00005771,45.21,62.88980654,45.21,62.66949209,45.21,60.8767298,45.21,60.12057282,45.21,56.82056766,45.21,60.8698518,45.21,60.43018951,45.21,61.83173177,45.21,60.6686267,45.21,63.92400747,45.21,62.94786634,45.21,59.58650323,45.21,61.90332899,45.21,64.3272057,45.21,65.363403,45.21,60.8912241,45.21,57.12978118,45.21,60.23151937,45.21,61.35013604,45.21,59.07665721,45.21,60.47519764,45.21,63.13195474,45.21,64.38437176,45.21,61.11213115,45.21,61.84062556,45.21,64.7397786,45.21,63.23107366,45.21,61.47397397,45.21,54.52802861,45.21,57.23056131,45.21,58.49141552,45.21,57.10384297,45.21,60.06821068,45.21,60.01329357,45.21,59.13352211,45.21,60.94417884,45.21,60.65189316,45.21,59.89109257,45.21,58.71241972,45.21,59.33444605
45.6,45.6,54.44719494,45.6,57.12316495,45.6,57.54964882,45.6,57.78184403,45.6,57.9176236,45.6,57.1172674,45.6,58.24371318,45.6,54.80299571,45.6,59.00608511,45.6,58.41224988,45.6,58.55581188,45.6,58.03074086,45.6,57.15232234,45.6,59.12480843,45.6,58.61535571,45.6,56.34678756,45.6,59.81275178,45.6,61.87653325,45.6,61.85112133,45.6,59.45865615,45.6,58.47542746,45.6,60.87715674,45.6,61.0160454,45.6,58.24304764,45.6,55.29555735,45.6,58.95640776,45.6,58.83464336,45.6,58.44407428,45.6,60.30919978,45.6,62.00504047,45.6,62.12512888,45.6,60.23498495,45.6,62.96204598,45.6,63.78709511,45.6,62.50976641,45.6,42.49747053,45.6,56.97776179,45.6,56.72047043,45.6,57.51604642,45.6,58.65842625,45.6,59.2234393,45.6,62.0364228,45.6,61.34125083,45.6,60.2306711,45.6,58.48433207,45.6,60.80860628,45.6,60.61765016,45.6,59.32738475,45.6,57.95669606,45.6,57.46990565,45.6,58.11965583,45.6,59.5691404,45.6,60.05757279,45.6,60.75742296,45.6,61.14386765,45.6,59.86133609,45.6,61.72388689,45.6,61.51279945,45.6,59.64241279,45.6,58.88385921,45.6,55.68344485,45.6,59.66067866,45.6,59.22587313,45.6,60.63241346,45.6,59.45879703,45.6,62.63640333,45.6,61.6864467,45.6,58.38690112,45.6,60.74244592,45.6,63.07300145,45.6,64.07223221,45.6,59.70621218,45.6,56.01228403,45.6,59.08139298,45.6,60.07989505,45.6,57.91394128,45.6,59.31421972,45.6,61.92751252,45.6,63.11289975,45.6,59.9693768,45.6,60.65661088,45.6,63.47445233,45.6,61.97142835,45.6,60.2613636,45.6,53.47775795,45.6,56.03720529,45.6,57.29913916,45.6,55.99136571,45.6,58.90375249,45.6,58.81431286,45.6,57.92530887,45.6,59.74014979,45.6,59.44460211,45.6,58.64912815,45.6,57.51016344,45.6,58.08024818
45.91,45.91,53.32578199,45.91,55.97991554,45.91,56.40691435,45.91,56.67120115,45.91,56.69549573,45.91,55.97410058,45.91,57.04605964,45.91,53.6753743,45.91,57.86379271,45.91,57.22109141,45.91,57.24690167,45.91,56.79950434,45.91,56.01374627,45.91,57.90814089,45.91,57.43327674,45.91,55.23199114,45.91,58.61305305,45.91,60.6655495,45.91,60.6083472,45.91,58.30439378,45.91,57.29508277,45.91,59.66019773,45.91,59.73793457,45.91,57.03305978,45.91,54.24778114,45.91,57.80948574,45.91,57.69060211,45.91,57.32082988,45.91,59.08402598,45.91,60.74556958,45.91,60.84841228,45.91,59.06280162,45.91,61.71908724,45.91,62.49799075,45.91,61.31075751,45.91,41.62910795,45.91,55.81099992,45.91,55.56617891,45.91,56.34933313,45.91,57.43975724,45.91,57.99542846,45.91,60.87109888,45.91,60.12361656,45.91,59.00038674,45.91,57.32622706,45.91,59.55825374,45.91,59.35545396,45.91,58.0820019,45.91,56.76765565,45.91,56.35666863,45.91,56.94803116,45.91,58.39012194,45.91,58.84627328,45.91,59.53350251,45.91,59.92450395,45.91,58.61612812,45.91,60.4394753,45.91,60.2276786,45.91,58.50782023,45.91,57.70024027,45.91,54.5985345,45.91,58.48204398,45.91,58.05679402,45.91,59.43290904,45.91,58.2289596,45.91,61.3908796,45.91,60.49024083,45.91,57.16207223,45.91,59.50924193,45.91,61.84242561,45.91,62.79451002,45.91,58.42509428,45.91,54.92914197,45.91,57.84456982,45.91,58.89059232,45.91,56.72627082,45.91,58.08290548,45.91,60.69758279,45.91,61.79534726,45.91,58.7111884,45.91,59.43622702,45.91,62.22766553,45.91,60.70121168,45.91,59.02994248,45.91,52.29773389,45.91,54.94517319,45.91,56.12517782,45.91,54.8005473,45.91,57.66064801,45.91,57.60533059,45.91,56.73031263,45.91,58.52855395,45.91,58.20072522,45.91,57.40511523,45.91,56.35020756,45.91,56.92333823
46.25,46.25,52.23258973,46.25,54.8824057,46.25,55.25731477,46.25,55.4505884,46.25,55.54348992,46.25,54.80871011,46.25,55.89824588,46.25,52.56986412,46.25,56.65906104,46.25,56.03370743,46.25,56.13091741,46.25,55.63708118,46.25,54.85783726,46.25,56.7284336,46.25,56.25955439,46.25,54.07746644,46.25,57.44165167,46.25,59.40411976,46.25,59.38620103,46.25,57.05563871,46.25,56.16507909,46.25,58.42272299,46.25,58.55274432,46.25,55.84389222,46.25,53.14140324,46.25,56.60944815,46.25,56.4965101,46.25,56.18808832,46.25,57.88172198,46.25,59.53640947,46.25,59.66520674,46.25,57.84265924,46.25,60.47119519,46.25,61.24073899,46.25,60.03170776,46.25,40.69504044,46.25,54.73294529,46.25,54.50173096,46.25,55.18581955,46.25,56.31398091,46.25,56.79523662,46.25,59.71832663,46.25,58.89614867,46.25,57.74517239,46.25,56.15599586,46.25,58.36093761,46.25,58.10211415,46.25,56.86804817,46.25,55.64890881,46.25,55.17571628,46.25,55.83971491,46.25,57.24387042,46.25,57.63776199,46.25,58.36215194,46.25,58.69533645,46.25,57.42211544,46.25,59.21205561,46.25,59.00341335,46.25,57.28832967,46.25,56.4903267,46.25,53.43740965,46.25,57.28105337,46.25,56.87562077,46.25,58.26115323,46.25,57.05190342,46.25,60.1303798,46.25,59.26400974,46.25,56.04232435,46.25,58.29723357,46.25,60.54372016,46.25,61.57652703,46.25,57.25584377,46.25,53.80822398,46.25,56.72591264,46.25,57.66882469,46.25,55.5744749,46.25,56.86713985,46.25,59.36450328,46.25,60.61750804,46.25,57.52545539,46.25,58.17993362,46.25,60.90685503,46.25,59.47256457,46.25,57.77738628,46.25,51.25524884,46.25,53.78449101,46.25,54.99809301,46.25,53.62342156,46.25,56.49695697,46.25,56.40973854,46.25,55.57723387,46.25,57.24744057,46.25,57.0263538,46.25,56.22681591,46.25,55.12278583,46.25,55.72838949
46.56,46.56,51.16636654,46.56,53.698466,46.56,54.07164807,46.56,54.30757386,46.56,54.38407235,46.56,53.64874757,46.56,54.74813347,46.56,51.4203691,46.56,55.40715888,46.56,54.88416585,46.56,54.99057214,46.56,54.45812304,46.56,53.69169571,46.56,55.58007334,46.56,55.09124261,46.56,52.97399604,46.56,56.28572831,46.56,58.17593207,46.56,58.08543646,46.56,55.91256566,46.56,54.99888687,46.56,57.19350615,46.56,57.31370557,46.56,54.64946397,46.56,52.02230356,46.56,55.4788152,46.56,55.36850896,46.56,54.96518597,46.56,56.71479201,46.56,58.34008983,46.56,58.43941499,46.56,56.60244108,46.56,59.19778014,46.56,59.94434341,46.56,58.83091668,46.56,39.83010509,46.56,53.56483284,46.56,53.32824654,46.56,54.01756829,46.56,55.05865876,46.56,55.58786841,46.56,58.48350932,46.56,57.72922869,46.56,56.57395631,46.56,54.94488966,46.56,57.13509416,46.56,56.9133889,46.56,55.62140904,46.56,54.52530145,46.56,54.05083209,46.56,54.60124627,46.56,56.01068635,46.56,56.35246475,46.56,57.13626949,46.56,57.44390016,46.56,56.23346494,46.56,58.00809776,46.56,57.82140959,46.56,56.06377536,46.56,55.28897501,46.56,52.31521346,46.56,56.07782104,46.56,55.68970936,46.56,57.07719698,46.56,55.84770877,46.56,58.87769679,46.56,58.0405942,46.56,54.83884277,46.56,57.06226251,46.56,59.30065557,46.56,60.26451904,46.56,56.05645139,46.56,52.67722017,46.56,55.5334438,46.56,56.4954277,46.56,54.48082344,46.56,55.70443499,46.56,58.1426197,46.56,59.30798439,46.56,56.35541279,46.56,57.03605555,46.56,59.7006517,46.56,58.14904517,46.56,56.53072162,46.56,50.13454759,46.56,52.63700638,46.56,53.82526087,46.56,52.51527223,46.56,55.26239893,46.56,55.20169942,46.56,54.40646191,46.56,56.06022508,46.56,55.8417107,46.56,55.01650712,46.56,53.96453271,46.56,54.52525288
46.89,46.89,50.06746848,46.89,52.6014417,46.89,52.92019504,46.89,53.1445508,46.89,53.23816149,46.89,52.51238234,46.89,53.5135582,46.89,50.2992754,46.89,54.23232336,46.89,53.62486419,46.89,53.77353285,46.89,53.26185075,46.89,52.59673979,46.89,54.37822819,46.89,53.93150332,46.89,51.8684591,46.89,55.07545589,46.89,56.95459629,46.89,56.84493694,46.89,54.71398223,46.89,53.75256856,46.89,55.95994383,46.89,56.09973813,46.89,53.5518632,46.89,50.89273085,46.89,54.28773105,46.89,54.24920262,46.89,53.79111643,46.89,55.50683156,46.89,57.03032225,46.89,57.12723107,46.89,55.42214381,46.89,57.95974546,46.89,58.639171,46.89,57.5775358,46.89,38.91718048,46.89,52.44875116,46.89,52.20868675,46.89,52.86776489,46.89,53.8969239,46.89,54.39182389,46.89,57.24077144,46.89,56.44863128,46.89,55.29251592,46.89,53.72684894,46.89,55.94441491,46.89,55.62626388,46.89,54.42982287,46.89,53.34060769,46.89,52.95205434,46.89,53.47166849,46.89,54.85621977,46.89,55.20302912,46.89,55.9270742,46.89,56.20673566,46.89,55.0156863,46.89,56.77480178,46.89,56.53838524,46.89,54.86119854,46.89,54.14814562,46.89,51.23436227,46.89,54.93931917,46.89,54.52015,46.89,55.89492346,46.89,54.67983511,46.89,57.60463006,46.89,56.79886991,46.89,53.66171684,46.89,55.84664148,46.89,58.01173359,46.89,58.99174602,46.89,54.83779101,46.89,51.55930387,46.89,54.33944231,46.89,55.26521766,46.89,53.25729942,46.89,54.53044271,46.89,56.91250742,46.89,58.04365604,46.89,55.0864092,46.89,55.81247979,46.89,58.36840334,46.89,56.92700173,46.89,55.28692998,46.89,49.05246862,46.89,51.52325268,46.89,52.67603104,46.89,51.34130151,46.89,54.06189866,46.89,54.08643309,46.89,53.25177662,46.89,54.8297424,46.89,54.59436047,46.89,53.77140533,46.89,52.75357364,46.89,53.3045565
